Data;Pedido;Cliente;Tipo Cliente;SKU;Código Produto;Centro Custo;Produto;Fabricante;Qtde. Pedido;Preço;Custo
07/06/2015;SO - 000589;Dharma Ltd;Wholesale;GUT930;STK-142;420746;Decorative Metal;Lake Ltd;8;95,40;359,14
07/06/2015;SO - 000590;Sundial ;Export;NXH382;STK-140;922457;Metal Fabrications;Kinray Ltd;9;303,67;953,57
07/06/2015;SO - 000591;OHTA'S Corp;Wholesale;AXW291;STK-109;920026;Access;Major Corp;8;465,07;1380,82
07/06/2015;SO - 000592;Eminence Corp;Wholesale;AXW291;STK-101;920026;Elevator;McKesson Corp;7;448,76;1305,48
07/06/2015;SO - 000593;Wuxi Group;Wholesale;AXW291;STK-166;415254;Chair Rail;Cixi Group;10;485,81;2220,86
08/06/2015;SO - 000594;Exact-Rx, Corp;Export;AXW291;STK-158;417850;Parallel Strand;McKesson Corp;12;153,83;928,80
09/06/2015;SO - 000595;Select ;Wholesale;FLR025;STK-152;417850;Engineered Wood;Allermed Group;11;386,52;2368,44
10/06/2015;SO - 000596;Trigen ;Distributor;NXH382;STK-120;927300;Dropped Ceiling;Fullerton Corp;8;477,77;1678,03
10/06/2015;SO - 000597;Select ;Wholesale;GUT930;STK-103;920026;Building Insulation;Accord Ltd;12;252,81;1207,44
10/06/2015;SO - 000598;Capweld ;Wholesale;GUT930;STK-106;920026;Damp (Structural);Mylan Group;13;222,04;1532,52
11/06/2015;SO - 000599;Niconovum Corp;Export;AXW291;STK-149;420746;Rough Carpentry;Lake Ltd;9;121,00;484,01
11/06/2015;SO - 000600;Qualitest ;Wholesale;GUT930;STK-136;922457;Structural Steel;Cixi Group;10;309,58;1271,42
11/06/2015;SO - 000601;Rochester Ltd;Distributor;NXH382;STK-116;927300;Switches;McKesson Corp;9;195,69;592,37
12/06/2015;SO - 000602;Eminence Corp;Wholesale;NXH382;STK-105;920026;Conformal Coating;Sun Ltd;14;516,73;3021,70
12/06/2015;SO - 000603;U.S. Ltd;Wholesale;AXW291;STK-126;926263;Stucco;Heritage ;11;438,19;2126,95
12/06/2015;SO - 000604;Medsep Group;Export;GUT930;STK-165;415254;Trim, Molding;Allermed Group;9;156,52;657,38
13/06/2015;SO - 000605;WakeFern ;Distributor;AXW291;STK-166;415254;Chair Rail;Cixi Group;7;485,81;1388,04
14/06/2015;SO - 000606;E. Ltd;Wholesale;AXW291;STK-122;926263;Marble;Fullerton Corp;11;316,48;1708,99
14/06/2015;SO - 000607;Medsep Group;Wholesale;AXW291;STK-149;420746;Rough Carpentry;Lake Ltd;10;121,00;553,15
15/06/2015;SO - 000608;Eminence Corp;Wholesale;GUT930;STK-102;920026;Escalator;Kinray Ltd;14;380,89;2551,10
15/06/2015;SO - 000609;Fenwal, Corp;Export;GUT930;STK-152;417850;Engineered Wood;Allermed Group;8;386,52;1578,96
15/06/2015;SO - 000610;New Ltd;Wholesale;AXW291;STK-165;415254;Trim, Molding;Allermed Group;13;156,52;1033,03
15/06/2015;SO - 000611;Procter Corp;Wholesale;FLR025;STK-162;415254;Case-Building;Cixi Group;8;201,22;606,82
16/06/2015;SO - 000612;Ascend Ltd;Wholesale;FLR025;STK-132;922457;High Concrete;CP IV Ltd;12;334,39;1558,32
16/06/2015;SO - 000613;Dharma Ltd;Distributor;GUT930;STK-148;420746;Telecommunications Equipment;Major Corp;13;213,62;1226,02
16/06/2015;SO - 000614;Dharma Ltd;Wholesale;GUT930;STK-146;420746;Security Systems;Macoven Group;7;477,13;1506,72
18/06/2015;SO - 000615;Prasco Group;Export;GUT930;STK-127;926263;Wood Finishing;Fullerton Corp;14;222,58;1250,78
19/06/2015;SO - 000616;Apollo Ltd;Distributor;AXW291;STK-116;927300;Switches;McKesson Corp;9;195,69;592,37
19/06/2015;SO - 000617;Weimei Corp;Export;AXW291;STK-158;417850;Parallel Strand;McKesson Corp;12;153,83;928,80
20/06/2015;SO - 000618;AuroMedics Corp;Export;AXW291;STK-103;920026;Building Insulation;Accord Ltd;11;252,81;1086,70
21/06/2015;SO - 000619;Amylin Group;Distributor;AXW291;STK-104;920026;Building Envelope;AstraZeneca ;10;418,56;2047,49
22/06/2015;SO - 000620;Pacific Ltd;Wholesale;AXW291;STK-104;920026;Building Envelope;AstraZeneca ;13;418,56;2815,30
22/06/2015;SO - 000621;S.S.S. Group;Export;AXW291;STK-110;920026;Folding Doors;Lake Ltd;9;578,87;1834,90
23/06/2015;SO - 000622;Fenwal, Corp;Export;GUT930;STK-101;920026;Elevator;McKesson Corp;13;448,76;2872,06
23/06/2015;SO - 000623;Weimei Corp;Distributor;GUT930;STK-145;420746;Building Safety;Apotex Corp;10;327,90;1667,71
23/06/2015;SO - 000624;Prasco Group;Wholesale;NXH382;STK-167;415254;Casement;Lake Ltd;13;369,69;2156,88
23/06/2015;SO - 000625;OUR Ltd;Wholesale;AXW291;STK-138;922457;Wire Rope And Cables;Macoven Group;7;276,58;691,44
23/06/2015;SO - 000626;Procter Corp;Distributor;AXW291;STK-146;420746;Security Systems;Macoven Group;10;477,13;2410,75
23/06/2015;SO - 000627;U.S. Ltd;Wholesale;AXW291;STK-136;922457;Structural Steel;Cixi Group;8;309,58;953,57
24/06/2015;SO - 000628;Ascend Ltd;Distributor;AXW291;STK-119;927300;Ceramic Tile;Heritage ;11;441,92;1978,34
24/06/2015;SO - 000629;Weimei Corp;Wholesale;GUT930;STK-115;927300;Electrical Wiring;Apotex Corp;9;398,42;1256,98
25/06/2015;SO - 000630;Select ;Wholesale;GUT930;STK-113;927300;Circuit Breaker;Apotex Corp;9;347,66;1191,96
25/06/2015;SO - 000631;Amylin Group;Wholesale;GUT930;STK-137;922457;Rebar;McKesson Corp;9;331,08;1278,65
26/06/2015;SO - 000632;Exact-Rx, Corp;Distributor;AXW291;STK-143;420746;Plastics;Mylan Group;10;119,58;445,82
26/06/2015;SO - 000633;Amylin Group;Wholesale;FLR025;STK-115;927300;Electrical Wiring;Apotex Corp;7;398,42;897,84
26/06/2015;SO - 000634;ETUDE Ltd;Wholesale;NXH382;STK-119;927300;Ceramic Tile;Heritage ;7;441,92;1099,08
26/06/2015;SO - 000635;OUR Ltd;Wholesale;GUT930;STK-122;926263;Marble;Fullerton Corp;12;316,48;1898,88
26/06/2015;SO - 000636;Fenwal, Corp;Distributor;AXW291;STK-132;922457;High Concrete;CP IV Ltd;12;334,39;1558,32
27/06/2015;SO - 000637;Sundial ;Wholesale;NXH382;STK-120;927300;Dropped Ceiling;Fullerton Corp;7;477,77;1398,36
27/06/2015;SO - 000638;Eminence Corp;Distributor;AXW291;STK-132;922457;High Concrete;CP IV Ltd;7;334,39;779,16
27/06/2015;SO - 000639;Ascend Ltd;Distributor;AXW291;STK-149;420746;Rough Carpentry;Lake Ltd;13;121,00;760,58
27/06/2015;SO - 000640;Niconovum Corp;Wholesale;AXW291;STK-145;420746;Building Safety;Apotex Corp;14;327,90;2501,57
27/06/2015;SO - 000641;ETUDE Ltd;Wholesale;NXH382;STK-166;415254;Chair Rail;Cixi Group;7;485,81;1388,04
28/06/2015;SO - 000642;Ei ;Wholesale;FLR025;STK-104;920026;Building Envelope;AstraZeneca ;8;418,56;1535,62
28/06/2015;SO - 000643;Avon Corp;Distributor;AXW291;STK-128;926263;Fire Suppressio;SUPERVALU Group;9;584,16;1878,24
29/06/2015;SO - 000644;Sundial ;Wholesale;GUT930;STK-123;926263;Wall Covering;Heritage ;11;251,38;1374,62
29/06/2015;SO - 000645;Sundial ;Distributor;NXH382;STK-156;417850;Plywood;Allermed Group;7;191,89;438,60
29/06/2015;SO - 000646;Apotheca, Ltd;Distributor;AXW291;STK-104;920026;Building Envelope;AstraZeneca ;13;418,56;2815,30
29/06/2015;SO - 000647;WakeFern ;Wholesale;NXH382;STK-100;920026;Concrete;McKesson Corp;10;124,49;495,36
29/06/2015;SO - 000648;OUR Ltd;Wholesale;GUT930;STK-107;920026;Housewrap;Kinray Ltd;9;281,93;1343,66
30/06/2015;SO - 000649;OHTA'S Corp;Distributor;AXW291;STK-110;920026;Folding Doors;Lake Ltd;8;578,87;1572,77
30/06/2015;SO - 000650;Apollo Ltd;Export;GUT930;STK-129;926263;Furnishings;Macoven Group;7;305,93;985,56
30/06/2015;SO - 000651;Ohio ;Distributor;FLR025;STK-107;920026;Housewrap;Kinray Ltd;12;281,93;1919,52
30/06/2015;SO - 000652;Apotheca, Ltd;Wholesale;FLR025;STK-127;926263;Wood Finishing;Fullerton Corp;11;222,58;938,09
30/06/2015;SO - 000653;3LAB, Ltd;Distributor;GUT930;STK-149;420746;Rough Carpentry;Lake Ltd;14;121,00;829,73
30/06/2015;SO - 000654;Ei ;Wholesale;AXW291;STK-144;420746;Plumbing Fixtures;ALK-Abello, Corp;13;137,51;885,46
01/07/2015;SO - 000655;Wuxi Group;Wholesale;GUT930;STK-160;417850;Finish Carpentry;Major Corp;9;258,69;924,67
01/07/2015;SO - 000656;Burt's Corp;Wholesale;FLR025;STK-107;920026;Housewrap;Kinray Ltd;13;281,93;2111,47
02/07/2015;SO - 000657;Wuxi Group;Export;AXW291;STK-162;415254;Case-Building;Cixi Group;12;201,22;1011,36
02/07/2015;SO - 000658;Niconovum Corp;Export;FLR025;STK-131;922457;Artificial Stone;Heritage ;7;623,88;1367,40
02/07/2015;SO - 000659;Prasco Group;Wholesale;AXW291;STK-143;420746;Plastics;Mylan Group;11;119,58;501,55
02/07/2015;SO - 000660;Mylan Corp;Wholesale;AXW291;STK-134;922457;Stone Dry Stacked;ALK-Abello, Corp;7;520,62;1496,40
02/07/2015;SO - 000661;PEDIFIX, Corp;Wholesale;GUT930;STK-165;415254;Trim, Molding;Allermed Group;7;156,52;469,56
03/07/2015;SO - 000662;Fenwal, Corp;Export;NXH382;STK-160;417850;Finish Carpentry;Major Corp;7;258,69;660,48
03/07/2015;SO - 000663;Mylan Corp;Wholesale;AXW291;STK-162;415254;Case-Building;Cixi Group;13;201,22;1112,50
03/07/2015;SO - 000664;Ohio ;Wholesale;AXW291;STK-123;926263;Wall Covering;Heritage ;12;251,38;1527,36
03/07/2015;SO - 000665;U.S. Ltd;Export;GUT930;STK-143;420746;Plastics;Mylan Group;14;119,58;668,74
04/07/2015;SO - 000666;Medline ;Wholesale;AXW291;STK-131;922457;Artificial Stone;Heritage ;13;623,88;3008,28
04/07/2015;SO - 000667;ETUDE Ltd;Wholesale;AXW291;STK-140;922457;Metal Fabrications;Kinray Ltd;8;303,67;817,34
04/07/2015;SO - 000668;Capweld ;Wholesale;GUT930;STK-121;926263;Flooring Wide;Mylan Group;8;372,47;1510,85
04/07/2015;SO - 000669;E. Ltd;Export;NXH382;STK-168;415254;Curtainwall;Accord Ltd;12;575,15;2487,12
04/07/2015;SO - 000670;OUR Ltd;Distributor;AXW291;STK-156;417850;Plywood;Allermed Group;12;191,89;877,20
04/07/2015;SO - 000671;Winthrop ;Distributor;AXW291;STK-125;926263;Staff;Lake Ltd;7;180,28;443,76
04/07/2015;SO - 000672;Capweld ;Distributor;AXW291;STK-141;420746;Stairway;Kinray Ltd;10;324,11;1238,40
04/07/2015;SO - 000673;Burt's Corp;Wholesale;AXW291;STK-134;922457;Stone Dry Stacked;ALK-Abello, Corp;10;520,62;2394,24
05/07/2015;SO - 000674;WakeFern ;Wholesale;GUT930;STK-128;926263;Fire Suppressio;SUPERVALU Group;8;584,16;1609,92
06/07/2015;SO - 000675;Trigen ;Wholesale;NXH382;STK-132;922457;High Concrete;CP IV Ltd;11;334,39;1402,49
06/07/2015;SO - 000676;U.S. Ltd;Wholesale;GUT930;STK-157;417850;Oriented Strand Board;ALK-Abello, Corp;7;477,32;1537,68
06/07/2015;SO - 000677;3LAB, Ltd;Export;GUT930;STK-122;926263;Marble;Fullerton Corp;13;316,48;2088,77
06/07/2015;SO - 000678;Wuxi Group;Wholesale;NXH382;STK-136;922457;Structural Steel;Cixi Group;13;309,58;1748,21
07/07/2015;SO - 000679;Llorens Ltd;Distributor;AXW291;STK-142;420746;Decorative Metal;Lake Ltd;9;95,40;418,99
07/07/2015;SO - 000680;Medline ;Wholesale;NXH382;STK-115;927300;Electrical Wiring;Apotex Corp;10;398,42;1436,54
07/07/2015;SO - 000681;OUR Ltd;Wholesale;NXH382;STK-165;415254;Trim, Molding;Allermed Group;12;156,52;939,12
07/07/2015;SO - 000682;Wuxi Group;Distributor;GUT930;STK-137;922457;Rebar;McKesson Corp;10;331,08;1461,31
08/07/2015;SO - 000683;Weimei Corp;Distributor;NXH382;STK-112;927300;Chipset Computers;ARM Company;8;691,76;1770,91
08/07/2015;SO - 000684;OHTA'S Corp;Wholesale;AXW291;STK-163;415254;Millwork;Heritage ;10;256,97;1370,50
09/07/2015;SO - 000685;Medline ;Wholesale;NXH382;STK-166;415254;Chair Rail;Cixi Group;10;485,81;2220,86
09/07/2015;SO - 000686;Apotheca, Ltd;Distributor;AXW291;STK-133;922457;Noxer Block;Apotex Corp;12;291,93;1919,52
09/07/2015;SO - 000687;AuroMedics Corp;Distributor;AXW291;STK-147;420746;Specialties;Cixi Group;9;445,21;1813,22
09/07/2015;SO - 000688;O.E. Ltd;Export;FLR025;STK-146;420746;Security Systems;Macoven Group;12;477,13;3013,44
09/07/2015;SO - 000689;Victory Ltd;Wholesale;NXH382;STK-111;927300;Door Hardware;Apotex Corp;9;437,31;1632,62
09/07/2015;SO - 000690;Bare ;Wholesale;AXW291;STK-152;417850;Engineered Wood;Allermed Group;7;386,52;1315,80
11/07/2015;SO - 000691;E. Ltd;Export;AXW291;STK-133;922457;Noxer Block;Apotex Corp;12;291,93;1919,52
11/07/2015;SO - 000692;New Ltd;Export;AXW291;STK-149;420746;Rough Carpentry;Lake Ltd;11;121,00;622,30
11/07/2015;SO - 000693;Qualitest ;Wholesale;FLR025;STK-162;415254;Case-Building;Cixi Group;7;201,22;505,68
11/07/2015;SO - 000694;Apollo Ltd;Wholesale;AXW291;STK-110;920026;Folding Doors;Lake Ltd;7;578,87;1310,64
11/07/2015;SO - 000695;Ole Group;Wholesale;AXW291;STK-150;420746;Heavy Timbers;Cixi Group;11;233,43;1309,61
11/07/2015;SO - 000696;Apollo Ltd;Distributor;NXH382;STK-164;415254;Ornamental Woodwork;ALK-Abello, Corp;13;243,81;1191,96
11/07/2015;SO - 000697;Select ;Wholesale;GUT930;STK-142;420746;Decorative Metal;Lake Ltd;13;95,40;658,42
12/07/2015;SO - 000698;O.E. Ltd;Wholesale;NXH382;STK-110;920026;Folding Doors;Lake Ltd;13;578,87;2883,41
12/07/2015;SO - 000699;Apollo Ltd;Distributor;NXH382;STK-139;922457;Metal Joist, Decking;Accord Ltd;7;617,31;1527,36
12/07/2015;SO - 000700;Fenwal, Corp;Distributor;AXW291;STK-115;927300;Electrical Wiring;Apotex Corp;12;398,42;1795,68
12/07/2015;SO - 000701;Capweld ;Wholesale;NXH382;STK-147;420746;Specialties;Cixi Group;9;445,21;1813,22
12/07/2015;SO - 000702;Pacific Ltd;Distributor;NXH382;STK-128;926263;Fire Suppressio;SUPERVALU Group;12;584,16;2683,20
12/07/2015;SO - 000703;Procter Corp;Wholesale;NXH382;STK-139;922457;Metal Joist, Decking;Accord Ltd;13;617,31;3360,19
13/07/2015;SO - 000704;Trigen ;Wholesale;AXW291;STK-108;920026;Stile And Rail;Macoven Group;13;589,23;3223,97
13/07/2015;SO - 000705;Apollo Ltd;Distributor;AXW291;STK-136;922457;Structural Steel;Cixi Group;8;309,58;953,57
13/07/2015;SO - 000706;PEDIFIX, Corp;Wholesale;GUT930;STK-137;922457;Rebar;McKesson Corp;10;331,08;1461,31
13/07/2015;SO - 000707;S.S.S. Group;Wholesale;AXW291;STK-133;922457;Noxer Block;Apotex Corp;7;291,93;959,76
13/07/2015;SO - 000708;OUR Ltd;Wholesale;AXW291;STK-151;417850;Bamboo;Lake Ltd;14;367,33;2105,28
14/07/2015;SO - 000709;Mylan Corp;Distributor;GUT930;STK-160;417850;Finish Carpentry;Major Corp;11;258,69;1188,86
14/07/2015;SO - 000710;E. Ltd;Distributor;GUT930;STK-107;920026;Housewrap;Kinray Ltd;8;281,93;1151,71
14/07/2015;SO - 000711;Ohio ;Wholesale;AXW291;STK-109;920026;Access;Major Corp;7;465,07;1150,68
14/07/2015;SO - 000712;Burt's Corp;Wholesale;AXW291;STK-160;417850;Finish Carpentry;Major Corp;7;258,69;660,48
14/07/2015;SO - 000713;Qualitest ;Distributor;GUT930;STK-128;926263;Fire Suppressio;SUPERVALU Group;8;584,16;1609,92
15/07/2015;SO - 000714;ETUDE Ltd;Wholesale;NXH382;STK-164;415254;Ornamental Woodwork;ALK-Abello, Corp;11;243,81;975,24
15/07/2015;SO - 000715;Rochester Ltd;Wholesale;GUT930;STK-146;420746;Security Systems;Macoven Group;8;477,13;1808,06
15/07/2015;SO - 000716;Apollo Ltd;Wholesale;AXW291;STK-129;926263;Furnishings;Macoven Group;10;305,93;1576,90
15/07/2015;SO - 000717;Qualitest ;Wholesale;AXW291;STK-136;922457;Structural Steel;Cixi Group;7;309,58;794,64
15/07/2015;SO - 000718;Procter Corp;Wholesale;GUT930;STK-139;922457;Metal Joist, Decking;Accord Ltd;8;617,31;1832,83
16/07/2015;SO - 000719;OUR Ltd;Distributor;FLR025;STK-100;920026;Concrete;McKesson Corp;7;124,49;309,60
17/07/2015;SO - 000720;Apotheca, Ltd;Export;NXH382;STK-166;415254;Chair Rail;Cixi Group;12;485,81;2776,08
17/07/2015;SO - 000721;Exact-Rx, Corp;Distributor;AXW291;STK-134;922457;Stone Dry Stacked;ALK-Abello, Corp;11;520,62;2693,52
17/07/2015;SO - 000722;OUR Ltd;Distributor;GUT930;STK-105;920026;Conformal Coating;Sun Ltd;9;516,73;1762,66
17/07/2015;SO - 000723;Sundial ;Export;GUT930;STK-134;922457;Stone Dry Stacked;ALK-Abello, Corp;12;520,62;2992,80
18/07/2015;SO - 000724;Burt's Corp;Wholesale;GUT930;STK-151;417850;Bamboo;Lake Ltd;13;367,33;1929,84
18/07/2015;SO - 000725;AuroMedics Corp;Wholesale;AXW291;STK-150;420746;Heavy Timbers;Cixi Group;11;233,43;1309,61
19/07/2015;SO - 000726;Prasco Group;Distributor;GUT930;STK-103;920026;Building Insulation;Accord Ltd;12;252,81;1207,44
19/07/2015;SO - 000727;New Ltd;Distributor;NXH382;STK-163;415254;Millwork;Heritage ;7;256,97;856,56
19/07/2015;SO - 000728;Weimei Corp;Wholesale;AXW291;STK-149;420746;Rough Carpentry;Lake Ltd;7;121,00;345,72
20/07/2015;SO - 000729;Wuxi Group;Distributor;AXW291;STK-123;926263;Wall Covering;Heritage ;11;251,38;1374,62
20/07/2015;SO - 000730;E. Ltd;Distributor;AXW291;STK-160;417850;Finish Carpentry;Major Corp;13;258,69;1453,06
21/07/2015;SO - 000731;AuroMedics Corp;Wholesale;NXH382;STK-146;420746;Security Systems;Macoven Group;9;477,13;2109,41
21/07/2015;SO - 000732;Procter Corp;Wholesale;AXW291;STK-168;415254;Curtainwall;Accord Ltd;9;575,15;1740,98
21/07/2015;SO - 000733;Elorac, Corp;Export;AXW291;STK-103;920026;Building Insulation;Accord Ltd;9;252,81;845,21
22/07/2015;SO - 000734;Trigen ;Export;NXH382;STK-117;927300;Plaster & Gypsum Board;Allermed Group;7;324,05;810,12
22/07/2015;SO - 000735;Nipro ;Export;AXW291;STK-116;927300;Switches;McKesson Corp;10;195,69;676,99
22/07/2015;SO - 000736;PEDIFIX, Corp;Wholesale;NXH382;STK-135;922457;Urbanite;Macoven Group;12;335,13;2218,80
22/07/2015;SO - 000737;U.S. Ltd;Wholesale;GUT930;STK-114;927300;Electrical Connector;Sun Ltd;7;313,29;779,16
22/07/2015;SO - 000738;21st Ltd;Wholesale;AXW291;STK-165;415254;Trim, Molding;Allermed Group;13;156,52;1033,03
22/07/2015;SO - 000739;ETUDE Ltd;Distributor;AXW291;STK-157;417850;Oriented Strand Board;ALK-Abello, Corp;14;477,32;3690,43
22/07/2015;SO - 000740;Nipro ;Distributor;AXW291;STK-156;417850;Plywood;Allermed Group;8;191,89;526,32
23/07/2015;SO - 000741;Bare ;Wholesale;FLR025;STK-109;920026;Access;Major Corp;11;465,07;2071,22
25/07/2015;SO - 000742;Qualitest ;Wholesale;AXW291;STK-158;417850;Parallel Strand;McKesson Corp;8;153,83;557,28
25/07/2015;SO - 000743;Apotheca, Ltd;Wholesale;GUT930;STK-131;922457;Artificial Stone;Heritage ;9;623,88;1914,36
25/07/2015;SO - 000744;Medline ;Export;AXW291;STK-123;926263;Wall Covering;Heritage ;11;251,38;1374,62
25/07/2015;SO - 000745;Medline ;Export;NXH382;STK-147;420746;Specialties;Cixi Group;8;445,21;1554,19
26/07/2015;SO - 000746;S.S.S. Group;Export;AXW291;STK-109;920026;Access;Major Corp;13;465,07;2531,50
26/07/2015;SO - 000747;Apotheca, Ltd;Distributor;NXH382;STK-100;920026;Concrete;McKesson Corp;11;124,49;557,28
26/07/2015;SO - 000748;Niconovum Corp;Wholesale;AXW291;STK-146;420746;Security Systems;Macoven Group;9;477,13;2109,41
26/07/2015;SO - 000749;Dharma Ltd;Distributor;AXW291;STK-106;920026;Damp (Structural);Mylan Group;7;222,04;696,60
27/07/2015;SO - 000750;3LAB, Ltd;Distributor;AXW291;STK-164;415254;Ornamental Woodwork;ALK-Abello, Corp;13;243,81;1191,96
28/07/2015;SO - 000751;Dharma Ltd;Export;GUT930;STK-151;417850;Bamboo;Lake Ltd;7;367,33;877,20
29/07/2015;SO - 000752;Pacific Ltd;Distributor;AXW291;STK-118;927300;Cement Render;Lake Ltd;8;157,93;513,94
29/07/2015;SO - 000753;Amylin Group;Wholesale;GUT930;STK-104;920026;Building Envelope;AstraZeneca ;10;418,56;2047,49
29/07/2015;SO - 000754;OHTA'S Corp;Wholesale;AXW291;STK-166;415254;Chair Rail;Cixi Group;9;485,81;1943,26
30/07/2015;SO - 000755;Ohio ;Wholesale;AXW291;STK-104;920026;Building Envelope;AstraZeneca ;10;418,56;2047,49
30/07/2015;SO - 000756;Niconovum Corp;Wholesale;AXW291;STK-122;926263;Marble;Fullerton Corp;14;316,48;2278,66
30/07/2015;SO - 000757;Elorac, Corp;Distributor;AXW291;STK-105;920026;Conformal Coating;Sun Ltd;7;516,73;1259,04
30/07/2015;SO - 000758;Uriel Group;Distributor;NXH382;STK-142;420746;Decorative Metal;Lake Ltd;14;95,40;718,27
31/07/2015;SO - 000759;Ohio ;Wholesale;GUT930;STK-125;926263;Staff;Lake Ltd;12;180,28;887,52
31/07/2015;SO - 000760;Weimei Corp;Distributor;FLR025;STK-164;415254;Ornamental Woodwork;ALK-Abello, Corp;13;243,81;1191,96
31/07/2015;SO - 000761;Elorac, Corp;Wholesale;NXH382;STK-166;415254;Chair Rail;Cixi Group;12;485,81;2776,08
01/08/2015;SO - 000762;Wuxi Group;Wholesale;GUT930;STK-112;927300;Chipset Computers;ARM Company;9;691,76;2066,06
01/08/2015;SO - 000763;Sundial ;Wholesale;GUT930;STK-122;926263;Marble;Fullerton Corp;7;316,48;949,44
01/08/2015;SO - 000764;Ascend Ltd;Distributor;AXW291;STK-128;926263;Fire Suppressio;SUPERVALU Group;13;584,16;2951,52
01/08/2015;SO - 000765;Burt's Corp;Distributor;FLR025;STK-150;420746;Heavy Timbers;Cixi Group;12;233,43;1455,12
01/08/2015;SO - 000766;Linde ;Distributor;AXW291;STK-127;926263;Wood Finishing;Fullerton Corp;14;222,58;1250,78
01/08/2015;SO - 000767;Mylan Corp;Wholesale;GUT930;STK-118;927300;Cement Render;Lake Ltd;11;157,93;770,90
01/08/2015;SO - 000768;Bare ;Wholesale;GUT930;STK-102;920026;Escalator;Kinray Ltd;10;380,89;1700,74
01/08/2015;SO - 000769;Apotheca, Ltd;Wholesale;NXH382;STK-148;420746;Telecommunications Equipment;Major Corp;12;213,62;1114,56
02/08/2015;SO - 000770;Sundial ;Export;NXH382;STK-113;927300;Circuit Breaker;Apotex Corp;12;347,66;1702,80
02/08/2015;SO - 000771;Dharma Ltd;Distributor;GUT930;STK-166;415254;Chair Rail;Cixi Group;7;485,81;1388,04
03/08/2015;SO - 000772;Victory Ltd;Wholesale;NXH382;STK-159;417850;Glue-Laminate;Sun Ltd;12;648,44;2992,80
03/08/2015;SO - 000773;E. Ltd;Distributor;AXW291;STK-151;417850;Bamboo;Lake Ltd;14;367,33;2105,28
03/08/2015;SO - 000774;S.S.S. Group;Wholesale;GUT930;STK-151;417850;Bamboo;Lake Ltd;14;367,33;2105,28
03/08/2015;SO - 000775;U.S. Ltd;Export;GUT930;STK-135;922457;Urbanite;Macoven Group;10;335,13;1775,04
04/08/2015;SO - 000776;Nipro ;Distributor;GUT930;STK-161;415254;Ecoclean;Citizen Group;9;508,58;2058,84
04/08/2015;SO - 000777;Nipro ;Wholesale;AXW291;STK-164;415254;Ornamental Woodwork;ALK-Abello, Corp;12;243,81;1083,60
04/08/2015;SO - 000778;S.S.S. Group;Export;AXW291;STK-146;420746;Security Systems;Macoven Group;7;477,13;1506,72
04/08/2015;SO - 000779;Niconovum Corp;Export;AXW291;STK-138;922457;Wire Rope And Cables;Macoven Group;10;276,58;1106,30
07/08/2015;SO - 000780;Niconovum Corp;Export;FLR025;STK-131;922457;Artificial Stone;Heritage ;7;623,88;1367,40
07/08/2015;SO - 000781;Medline ;Wholesale;GUT930;STK-121;926263;Flooring Wide;Mylan Group;13;372,47;2769,89
08/08/2015;SO - 000782;Qualitest ;Wholesale;GUT930;STK-142;420746;Decorative Metal;Lake Ltd;12;95,40;598,56
08/08/2015;SO - 000783;Sundial ;Wholesale;AXW291;STK-155;417850;Sheathing;Allermed Group;13;551,56;2883,41
08/08/2015;SO - 000784;Exact-Rx, Corp;Export;AXW291;STK-159;417850;Glue-Laminate;Sun Ltd;13;648,44;3292,08
08/08/2015;SO - 000785;Procter Corp;Wholesale;AXW291;STK-101;920026;Elevator;McKesson Corp;10;448,76;2088,77
08/08/2015;SO - 000786;Qualitest ;Wholesale;AXW291;STK-165;415254;Trim, Molding;Allermed Group;13;156,52;1033,03
08/08/2015;SO - 000787;Fenwal, Corp;Export;GUT930;STK-140;922457;Metal Fabrications;Kinray Ltd;7;303,67;681,12
08/08/2015;SO - 000788;Dharma Ltd;Wholesale;AXW291;STK-119;927300;Ceramic Tile;Heritage ;13;441,92;2417,98
09/08/2015;SO - 000789;21st Ltd;Wholesale;AXW291;STK-142;420746;Decorative Metal;Lake Ltd;11;95,40;538,70
09/08/2015;SO - 000790;Sundial ;Distributor;AXW291;STK-160;417850;Finish Carpentry;Major Corp;14;258,69;1585,15
09/08/2015;SO - 000791;Winthrop ;Export;AXW291;STK-168;415254;Curtainwall;Accord Ltd;7;575,15;1243,56
10/08/2015;SO - 000792;Procter Corp;Distributor;GUT930;STK-161;415254;Ecoclean;Citizen Group;11;508,58;2647,08
10/08/2015;SO - 000793;New Ltd;Wholesale;NXH382;STK-142;420746;Decorative Metal;Lake Ltd;9;95,40;418,99
10/08/2015;SO - 000794;Ohio ;Distributor;AXW291;STK-140;922457;Metal Fabrications;Kinray Ltd;8;303,67;817,34
11/08/2015;SO - 000795;3LAB, Ltd;Wholesale;AXW291;STK-162;415254;Case-Building;Cixi Group;9;201,22;707,95
12/08/2015;SO - 000796;Linde ;Distributor;AXW291;STK-118;927300;Cement Render;Lake Ltd;7;157,93;428,28
12/08/2015;SO - 000797;Winthrop ;Wholesale;NXH382;STK-127;926263;Wood Finishing;Fullerton Corp;7;222,58;521,16
12/08/2015;SO - 000798;Medsep Group;Wholesale;AXW291;STK-159;417850;Glue-Laminate;Sun Ltd;12;648,44;2992,80
12/08/2015;SO - 000799;Sundial ;Wholesale;AXW291;STK-139;922457;Metal Joist, Decking;Accord Ltd;13;617,31;3360,19
